Date,AAPL,AXP,BA,DIS,LUV,MMM,MSFT,PG,RCL
2018-06-15,47.209999084472656,98.5199966430664,357.8800048828125,108.8499984741211,52.18000030517578,204.97000122070312,100.12999725341797,77.37999725341797,114.51000213623047
2018-06-18,47.185001373291016,98.47000122070312,354.739990234375,107.05999755859375,52.369998931884766,204.1699981689453,100.86000061035156,75.83999633789062,114.62000274658203
2018-06-19,46.42250061035156,97.13999938964844,341.1199951171875,106.0999984741211,51.709999084472656,199.38999938964844,100.86000061035156,76.33000183105469,112.30000305175781
2018-06-20,46.625,96.41999816894531,342.69000244140625,107.1500015258789,52.0,198.0800018310547,101.87000274658203,75.8499984741211,111.55000305175781
2018-06-21,46.3650016784668,96.62999725341797,337.6600036621094,105.88999938964844,53.150001525878906,195.52000427246094,101.13999938964844,76.44000244140625,110.22000122070312
2018-06-22,46.22999954223633,97.2300033569336,338.9100036621094,106.33999633789062,51.90999984741211,196.5,100.41000366210938,77.43000030517578,111.55000305175781
2018-06-25,45.54249954223633,98.54000091552734,331.20001220703125,104.44999694824219,51.279998779296875,195.8000030517578,98.38999938964844,77.79000091552734,105.38999938964844
2018-06-26,46.10749816894531,98.20999908447266,331.29998779296875,104.26000213623047,51.16999816894531,196.5800018310547,99.08000183105469,78.0,106.30000305175781
2018-06-27,46.040000915527344,96.95999908447266,329.82000732421875,103.95999908447266,50.369998931884766,194.9199981689453,97.54000091552734,77.69000244140625,104.7699966430664
2018-06-28,46.375,96.97000122070312,334.6499938964844,104.7699966430664,50.70000076293945,195.97000122070312,98.62999725341797,78.05000305175781,104.29000091552734
2018-06-29,46.27750015258789,98.0,335.510009765625,104.80999755859375,50.880001068115234,196.72000122070312,98.61000061035156,78.05999755859375,103.5999984741211
2018-07-02,46.79499816894531,99.0,336.0799865722656,105.33000183105469,51.540000915527344,195.52000427246094,100.01000213623047,78.12999725341797,103.95999908447266
2018-07-03,45.97999954223633,97.83999633789062,332.92999267578125,104.04000091552734,51.52000045776367,195.8300018310547,99.05000305175781,77.9000015258789,103.44000244140625
2018-07-05,46.349998474121094,98.52999877929688,333.17999267578125,105.33999633789062,51.86000061035156,197.33999633789062,99.76000213623047,79.20999908447266,103.87999725341797
2018-07-06,46.99250030517578,98.5199966430664,334.6400146484375,104.77999877929688,52.7400016784668,197.4600067138672,101.16000366210938,79.30999755859375,104.73999786376953
2018-07-09,47.64500045776367,99.91000366210938,341.9200134277344,106.0199966430664,53.2599983215332,200.52999877929688,101.8499984741211,77.86000061035156,108.1500015258789
2018-07-10,47.587501525878906,99.91000366210938,347.1600036621094,106.02999877929688,53.0,201.47999572753906,102.12000274658203,79.81999969482422,109.12999725341797
2018-07-11,46.970001220703125,100.30000305175781,340.6000061035156,108.04000091552734,52.529998779296875,197.67999267578125,101.9800033569336,79.16000366210938,109.23999786376953
2018-07-12,47.75749969482422,101.1500015258789,346.0299987792969,108.25,52.77000045776367,199.32000732421875,104.19000244140625,78.88999938964844,108.94000244140625
2018-07-13,47.83250045776367,100.5,350.7900085449219,110.0,53.09000015258789,201.17999267578125,105.43000030517578,79.30999755859375,107.87000274658203
2018-07-16,47.727500915527344,100.69000244140625,356.1000061035156,110.19999694824219,53.08000183105469,201.11000061035156,104.91000366210938,79.52999877929688,109.08000183105469
2018-07-17,47.86249923706055,101.1500015258789,356.8800048828125,110.30000305175781,53.220001220703125,202.07000732421875,105.94999694824219,80.02999877929688,109.3499984741211
2018-07-18,47.599998474121094,102.9800033569336,360.2300109863281,110.69000244140625,53.900001525878906,202.1999969482422,105.12000274658203,79.72000122070312,112.81999969482422
2018-07-19,47.970001220703125,100.16999816894531,355.3299865722656,112.12999725341797,53.779998779296875,201.60000610351562,104.4000015258789,78.7300033569336,111.4800033569336
2018-07-20,47.86000061035156,100.1500015258789,354.8999938964844,111.4800033569336,53.43000030517578,201.9499969482422,106.2699966430664,78.68000030517578,110.55999755859375
2018-07-23,47.90250015258789,101.22000122070312,353.2699890136719,111.08999633789062,53.560001373291016,198.83999633789062,107.97000122070312,78.51000213623047,109.75
2018-07-24,48.25,101.70999908447266,358.2699890136719,110.69999694824219,51.90999984741211,200.67999267578125,107.66000366210938,78.98999786376953,109.18000030517578
2018-07-25,48.70500183105469,102.62999725341797,355.9200134277344,111.18000030517578,52.290000915527344,204.3800048828125,110.83000183105469,79.47000122070312,110.7699966430664
2018-07-26,48.5525016784668,102.5,359.32000732421875,113.51000213623047,56.70000076293945,207.9600067138672,109.62000274658203,80.08999633789062,111.55999755859375
2018-07-27,47.744998931884766,103.8499984741211,360.6499938964844,112.62000274658203,58.380001068115234,207.4199981689453,107.68000030517578,80.58000183105469,111.7699966430664
2018-07-30,47.477500915527344,100.8499984741211,351.05999755859375,112.62999725341797,57.900001525878906,205.1199951171875,105.37000274658203,80.19999694824219,111.02999877929688
2018-07-31,47.5724983215332,99.5199966430664,356.29998779296875,113.55999755859375,58.15999984741211,212.32000732421875,106.08000183105469,80.87999725341797,112.76000213623047
